Title,IMDB Rating,IMDB Votes,US Gross,Worldwide Gross,Production Budget
"House of 1,000 Corpses",5.50,3311,12634962,16829545,7000000
Godsend,4.70,13866,14334645,16910708,30000000
Win a Date with Tad Hamilton!,5.70,10366,16980098,16980098,24000000
Central do Brasil,8.00,17343,5969553,17006158,2900000
Pandorum,6.90,29428,10330853,17033431,40000000
CachÈ,5.50,26,3647381,17147381,8000000
Center Stage,6.20,7968,17200925,17200925,18000000
Eight Legged Freaks,5.40,18173,17266505,17266505,30000000
The Matador,6.90,25035,12578537,17290120,10000000
Max Keeble's Big Move,5.10,2490,17292381,17292381,12000000
My Baby's Daddy,4.00,2010,17321573,17322212,12000000
Half Baked,6.30,18791,17394881,17394881,8000000
Frailty,7.30,27629,13110448,17423030,11000000
A Guy Thing,5.50,8147,15543862,17430594,20000000
Rebound,4.70,4485,16809014,17492014,45000000
Roll Bounce,5.00,3167,17380866,17500866,10000000
Disturbing Behavior,5.20,9394,17507368,17507368,15000000
The Contender,6.90,13709,17804273,17804273,9000000
12 Rounds,5.40,8914,12234694,18184083,20000000
Daddy Day Camp,2.40,6809,13235267,18197398,76000000
Harold & Kumar Go to White Castle,7.20,56030,18225165,18225165,9000000
Loser,5.00,12877,15464026,18250106,20000000
Eye of the Beholder,4.60,9992,16500786,18260865,15000000
Sugar Hill,5.30,1627,18272447,18272447,10000000
Empire,6.50,63,17504595,18495444,3500000
The Curse of the Jade Scorpion,6.70,15897,7496522,18496522,26000000
An Unfinished Life,7.10,11770,8535575,18535575,30000000
The Quick and the Dead,6.30,27352,18552460,18552460,32000000
A Mighty Wind,7.20,13602,17583468,18552708,6000000
The Girl Next Door,7.00,5614,14589444,18589444,25000000
3000 Miles to Graceland,5.60,20094,15738632,18708848,62000000
Akeelah and the Bee,7.60,8245,18848430,18948425,8000000
Once,8.00,34348,9445857,18997174,150000
The Replacement Killers,5.90,13905,19035741,19035741,30000000
Rushmore,7.80,53192,17105219,19080435,10000000
2046,7.50,19431,1442338,19202856,12000000
Half Past Dead,4.10,6909,15567860,19233280,25000000
Rock Star,5.80,15806,16991902,19317765,38000000
Saving Silverman,5.60,18748,19351569,19351569,22000000
The Perfect Man,5.10,7278,16535005,19535005,10000000
Vampire in Brooklyn,4.30,8200,19637147,19637147,14000000
Summer Catch,4.60,6848,19693891,19693891,17000000
Hard Rain,5.60,14375,19870567,19870567,70000000
Fled,4.90,4215,17192205,19892205,30000000
crazy/beautiful,6.30,12102,16929123,19929123,13000000
Down to You,4.40,7095,20035310,20035310,9000000
Reign Over Me,7.70,39234,19661987,20081987,20000000
Serving Sara,5.00,7973,16930185,20146150,29000000
Showgirls,4.10,27004,20254932,20254932,40000000
City Hall,6.10,9908,20278055,20278055,40000000
Kids,6.70,26122,7412216,20412216,1500000
Rendition,6.90,23223,9736045,20437142,27500000
The Last Castle,6.50,21621,18208078,20541668,60000000
The Kids Are All Right,7.80,3093,20553799,20553799,4000000
Walk Hard: The Dewey Cox Story,6.70,28032,18317151,20575121,35000000
A Perfect Getaway,6.50,16324,15515460,20613298,14000000
Best in Show,7.40,24484,18621249,20695413,6000000
Eurotrip,6.50,52548,17718223,20718223,25000000
Ultraviolet,4.00,28547,18522064,20722064,30000000
Boys Don't Cry,7.60,34435,11540607,20741000,2000000
Georgia Rule,5.80,10902,18882880,20819601,20000000
Amores Perros,8.10,61083,5383834,20883834,2000000
The Devil's Rejects,6.90,36082,17044981,20940428,7000000
Tales from the Crypt: Demon Knight,6.40,6430,21089146,21089146,12000000
ATL,4.70,5480,21170563,21170563,17000000
The Apostle,7.10,7757,20733485,21277770,5000000
He Got Game,6.80,14494,21567853,21567853,25000000
Doomsday,6.00,34035,11008770,21621188,33000000
Furry Vengeance,2.60,3458,17630465,21630465,35000000
Little Black Book,5.20,7625,20422207,21758371,30000000
Boys and Girls,4.90,7779,21799652,21799652,16000000
Mr. 3000,5.60,6202,21800302,21827296,30000000
Unaccompanied Minors,3.70,4133,16655224,21949214,25000000
Joy Ride,5.40,118,21973182,21973182,23000000
Don Juan DeMarco,6.60,20386,22032635,22032635,25000000
Man of the House,4.20,3432,19699706,22099706,50000000
The Medallion,4.70,10121,22108977,22108977,41000000
The Marine,4.50,13157,18844784,22165608,15000000
Waitress,7.20,20384,19097550,22202180,1500000
My Fellow Americans,6.30,6366,22331846,22331846,21500000
At First Sight,5.60,6872,22365133,22365133,40000000
Two Can Play That Game,5.60,2370,22235901,22391450,13000000
Swimming Pool,6.80,19992,10130108,22441323,7800000
The Glass House,5.60,10629,17951431,22861785,22000000
Rounders,7.30,45439,22921898,22921898,12000000
Super Troopers,6.80,29514,18492362,23046142,3000000
The Players Club,4.80,2072,23047939,23047939,5000000
Stay Alive,4.50,13658,23086480,23187506,20000000
The Usual Suspects,8.70,266890,23341568,23341568,6000000
Reindeer Games,5.50,16822,23360779,23360779,36000000
Hustle & Flow,7.50,18688,22202809,23563727,2800000
Dickie Roberts: Former Child Star,5.50,6949,22734486,23734486,17000000
The Guru,5.50,9239,3051221,23788368,11000000
Life as a House,7.50,19308,15652637,23889158,18000000
Corky Romano,4.20,6739,23978402,23978402,11000000
Virtuosity,5.30,11079,23998226,23998226,30000000
Angel Eyes,5.50,11089,24044532,24044532,38000000
Renaissance Man,5.90,7650,24172899,24172899,40000000
Saving Grace,6.80,8543,12178602,24325623,4000000
The Next Best Thing,4.40,6104,14983572,24355762,25000000
Arlington Road,7.20,36051,24419219,24419219,21500000
Joe Somebody,5.30,5313,22770864,24515990,38000000
Punch-Drunk Love,7.40,49786,17791031,24591031,25000000
Seed of Chucky,5.10,9897,17016190,24716190,29000000
The Wood,6.10,3224,25059640,25059640,6000000
Cursed,4.80,14425,19294901,25114901,35000000
Can't Hardly Wait,6.20,19470,25358996,25358996,10000000
Escape from L.A.,5.30,23262,25426861,25426861,50000000
Desperado,7.00,51515,25532388,25532388,7000000
From Dusk Till Dawn,7.10,80234,25728961,25728961,20000000
Ice Princess,6.00,7106,24381334,25732334,25000000
All About the Benjamins,5.30,4366,25482931,25873145,14000000
Clerks II,7.70,56668,24148068,25894473,5000000
The New World,6.90,33248,12712093,26184400,30000000
Dumb and Dumberer: When Harry Met Lloyd,3.30,14813,26214846,26214846,30000000
The Whole Ten Yards,5.10,20807,16323969,26323969,30000000
Igor,6.00,6614,19528188,26608350,30000000
Ghost Town,4.70,310,13252641,26612350,20000000
Blast from the Past,6.40,23243,26613620,26613620,35000000
Event Horizon,6.30,44671,26673242,26673242,60000000
Spy Hard,4.70,12682,26936265,26936265,18000000
The Big Hit,5.80,14157,27066941,27066941,13000000
The Story of Us,5.60,10720,27100030,27100030,50000000
The Cave,4.80,13025,15007991,27147991,30000000
Baby Geniuses,2.20,9038,27151490,27151490,13000000
Dark City,7.80,62991,14435076,27257061,27000000
The Upside of Anger,7.00,12317,18761993,27361993,12000000
Air Bud,4.60,4698,24646936,27555061,3000000
Goal!,6.90,16809,4283255,27610873,33000000
Traitor,7.10,22468,23530831,27664173,22000000
Love and Basketball,6.70,5835,27441122,27709625,15000000
Menace II Society,7.40,14807,27731527,27731527,3500000
Nurse Betty,6.40,20354,25170054,27732366,24000000
Friday,7.00,21623,27467564,27936778,3500000
The Brothers,2.80,153,27457409,27958191,6000000
Loaded Weapon 1,5.70,17637,27979399,27979399,13000000
Grosse Point Blank,7.40,41523,28084357,28084357,15000000
Brown Sugar,6.00,2745,27362712,28315272,8000000
Heist,3.20,77,23483357,28483168,35000000
Be Kind Rewind,6.60,42470,11175164,28505302,20000000
Swimfan,4.60,9577,28563926,28563926,10000000
Wrong Turn,5.80,119,15417771,28649556,10000000
Agent Cody Banks 2: Destination London,4.10,4063,23514247,28703083,26000000
Baby Boy,6.10,4485,28734552,28734552,16000000
Boiler Room,6.90,22979,16963963,28773637,9000000
The Life of David Gale,7.30,37628,19694635,28920188,50000000
The New Guy,5.40,14268,28972187,28972187,13000000
Far From Heaven,7.50,20239,15901849,29027914,13500000
Rang De Basanti,8.10,12116,2197694,29197694,5300000
Bulworth,6.80,15486,26528684,29203383,30000000
A Low Down Dirty Shame,5.40,1847,29317886,29317886,10000000
The Prince & Me,5.60,9547,28165882,29356757,30000000
Across the Universe,7.50,45611,24343673,29367143,45000000
Shaun of the Dead,8.00,134693,13542874,29629128,5000000
Small Time Crooks,6.50,15636,17266359,29934477,18000000
Laws of AttrAction/Adventure,5.70,9266,17848322,29948322,32000000
Night of the Living Dead,6.60,10083,12000000,30000000,114000
Dragonfly,5.80,14098,30063805,30063805,60000000
Jane Austen's Mafia,5.00,7706,19843795,30143795,10000000
The Art of War,5.50,12484,30199105,30199105,40000000
Love Happens,5.50,6111,22965110,30206355,18000000
Stick It,5.90,9556,26910736,30399714,20000000
Cabin Fever,5.40,28417,21158188,30553394,1500000
A Serious Man,7.20,32396,9228788,30710147,7000000
Awake,6.50,26076,14373825,30757745,8600000
In Bruges,8.10,97876,7800825,30782621,15000000
Joe Dirt,5.40,18666,27087695,30987695,16000000
How High,5.50,14470,31155435,31260435,12000000
Lost Souls,4.50,6639,16779636,31320293,28000000
Johnson Family Vacation,3.80,3278,31203964,31462753,12000000
Lage Raho Munnabhai,7.80,5236,2217561,31517561,2700000
Mr. Nice Guy,5.20,174,12716953,31716953,6000000
That Thing You Do!,6.70,25916,25857416,31748615,2500000
Lake Placid,5.30,19382,31770413,31770413,27000000
Sunshine,7.30,74535,3688560,32030610,40000000
Copycat,6.50,17182,32051917,32051917,20000000
Dance Flick,3.40,5002,25662155,32092761,25000000
Kingpin,6.70,28404,25023424,32223424,25000000
Garden State,7.90,92594,26782316,32381151,2500000
Being John Malkovich,7.90,113568,22858926,32382381,13000000
Krrish,6.10,2735,1430721,32430721,10000000
Darkness Falls,4.60,12771,32539681,32539681,7000000
Kabhi Alvida Naa Kehna,5.60,4128,3275443,32575443,10750000
Return to Me,6.60,9565,32662299,32662299,24000000
The Invention of Lying,6.50,24578,18451251,32679264,18500000
Jennifer's Body,5.30,24265,16204793,32832166,16000000
Agora,7.30,10054,599903,32912303,70000000
88 Minutes,5.90,31205,16930884,32955399,30000000
Dracula 2000,4.80,14077,33000377,33000377,28000000
Black Knight,4.30,12747,33422806,33422806,35000000
The Long Kiss Goodnight,6.60,28257,33447612,33447612,65000000
Fireproof,5.60,5498,33451479,33451479,500000
Red Planet,5.30,20989,17480890,33463969,80000000
Friday After Next,5.30,6742,33253609,33526835,10000000
Hostel: Part II,5.40,31511,17544812,33606409,7500000
Crank,7.10,71094,27838408,33824696,12000000
Hotel Rwanda,8.30,92106,23519128,33919128,17500000
Instinct,6.20,15388,34105207,34105207,55000000
Darkness,5.30,9979,22163442,34409206,10600000
The Best Man,6.10,2019,34102780,34572780,9000000
Everyone Says I Love You,6.80,16481,9725847,34600000,20000000
Jack Frost,4.60,6932,34645374,34645374,50000000
Disaster Movie,1.70,34928,14190901,34690901,20000000
Death at a Funeral,5.10,6628,8580428,34743644,20000000
My Best Friend's Girl,5.80,14617,19219250,34787111,20000000
The Life Aquatic with Steve Zissou,7.20,57889,24006726,34806726,50000000
Freddy's Dead: The Final Nightmare,4.50,12779,34872033,34872033,5000000
The Skulls,5.30,14903,35007180,35007180,15000000
EDtv,6.00,21734,22508689,35319689,60000000
Basic Instinct 2,3.90,16784,5946136,35417162,70000000
My Dog Skip,6.90,9029,34099640,35512760,7000000
Jeepers Creepers II,5.30,15975,35623801,35623801,25000000
Wu ji,5.60,5733,669625,35869934,30000000
Set It Off,6.30,4570,36049108,36049108,9000000
Quarantine,6.10,21939,31691811,36091811,12000000
The Glimmer Man,4.90,7230,20404841,36404841,45000000
Titan A.E.,6.40,22286,22751979,36751979,75000000
Kiss of the Dragon,6.30,22087,36833473,36833473,25000000
Zack and Miri Make a Porno,7.00,55687,31452765,36851125,24000000
Jersey Girl,6.20,27370,25266129,37066129,35000000
The Majestic,6.80,24809,27796042,37306334,72000000
The Boat That Rocked,7.50,25415,8017467,37472651,50000000
The Banger Sisters,5.50,7435,30306281,38067218,10000000
Ri¢hie Ri¢h,4.70,12687,38087756,38087756,40000000
Employee of the Month,5.40,17845,28444855,38117718,10000000
Undercover Brother,5.70,14237,38230435,38230435,25000000
Head of State,5.10,8447,37788228,38283765,35200000
Just My Luck,5.00,13368,17326650,38326650,28000000
After the Sunset,6.20,19793,28328132,38329114,57000000
Happily N'Ever After,3.90,4678,15849032,38344430,47000000
What's the Worst That Could Happen?,5.00,6727,32267774,38462071,30000000
Urban Legends: Final Cut,3.70,7609,21468807,38574362,15000000
On Deadly Ground,3.80,9579,38590458,38590458,50000000
Happy Gilmore,6.90,54111,38623460,38623460,10000000
Clockstoppers,5.00,6392,36985501,38788828,26000000
Scoop,6.80,30336,10525717,39125717,4000000
Enough,6.50,92,39177215,39177215,38000000
Never Back Down,6.20,21708,24850922,39319801,21000000
Crocodile Dundee in Los Angeles,4.60,7082,25590119,39393111,25000000
Two Brothers,6.00,127,18947630,39925603,72000000
Fly Me To the Moon,4.70,1653,14543943,40098231,25000000
Twisted,4.80,83,25195050,40119848,50000000
I Am Sam,7.40,36448,40270895,40270895,22000000
The Faculty,6.30,36139,40283321,40283321,15000000
La mala educaciÛn,7.50,21756,5211842,40311842,5000000
The Master of Disguise,3.00,10050,40363530,40363530,16000000
War,6.20,28771,22466994,40666994,25000000
Leatherheads,6.10,14504,31373938,40830862,58000000
House on Haunted Hill,5.20,22795,40846082,40846082,19000000
Money Talks,5.70,8640,41076865,41076865,25000000
The Mirror Has Two Faces,6.00,6055,41267469,41267469,42000000
Gosford Park,7.30,36648,41300105,41300105,18000000
Ronin,7.20,57484,41610884,41610884,55000000
The Fourth Kind,6.00,16107,26218170,41826604,10000000
Wimbledon,6.30,21996,16862585,41862585,35000000
Into the Blue,5.70,22859,18782227,41982227,50000000
Defiance,5.90,362,28644813,42268745,50000000
Basic,6.30,25960,26599248,42598498,50000000
Tom yum goong,6.90,13929,12044087,43044087,5700000
See Spot Run,4.90,3673,33357476,43057552,16000000
Boogie Nights,7.90,70962,26410771,43111725,15000000
Harold & Kumar Escape from Guantanamo Bay,6.70,42358,38108728,43231984,12000000
The Wrestler,8.20,93301,26236603,43236603,6000000
Orange County,6.10,23742,41059716,43308707,18000000
Raising Helen,5.70,10526,37485528,43340302,50000000
Pride and Glory,6.70,24596,15740721,43440721,30000000
Soul Food,6.40,2636,43492389,43492389,7500000
Welcome Home Roscoe Jenkins,4.50,5700,42436517,43607627,27500000
The One,5.60,24416,43905746,43905746,49000000
The Transporter,6.60,51005,25296447,43928932,21000000
Dogma,7.30,100476,30651422,43948865,10000000
A Man Apart,5.70,14953,26500000,44114828,36000000
Lakeview Terrace,6.30,18547,39263506,44263506,20000000
Deuce Bigalow: European Gigolo,4.30,18228,22400154,44400154,22000000
Push,6.00,26623,31811527,44411527,38000000
The Hurt Locker,7.80,83679,14700000,44468574,15000000
The Gift,6.70,28488,12008642,44567606,10000000
The Sweetest Thing,4.70,23378,24430272,44633441,43000000
Meet Joe Black,6.90,56067,44650003,44650003,85000000
Monster's Ball,7.20,38023,31273922,44873922,4000000
Cop Out,5.70,16520,44875481,44875481,37000000
The Hunted,5.80,18941,34234008,45016494,55000000
Domestic Disturbance,5.30,10778,45207112,45207112,53000000
Stranger Than Fiction,7.80,74218,40435190,45235190,30000000
Cellular,6.50,32534,32003620,45261739,45000000
LÈon,8.60,199762,19284974,45284974,16000000
Keeping the Faith,6.50,25485,37036404,45336404,29000000
Dancer in the Dark,7.80,36542,4157491,45557491,12500000
Torque,3.50,12986,21176322,46176322,40000000
The Big Lebowski,8.20,177960,17498804,46189568,15000000
Get Rich or Die Tryin',4.00,18126,30981850,46437122,40000000
9,7.80,1488,31749894,46603791,30000000
Crazy Heart,7.40,17255,39462438,47163756,8500000
The Watcher,3.70,959,28946615,47267829,33000000
Almost Famous,8.00,94424,32522352,47371191,60000000
Book of Shadows: Blair Witch 2,4.00,16122,26421314,47721314,15000000
A Lot Like Love,6.40,17929,21835784,47835784,25000000
Secondhand Lions,7.50,19040,42023715,47855342,30000000
You Got Served,2.60,17830,40066497,48066497,8000000
G.I.Jane,5.50,23807,48169156,48169156,50000000
The Game,7.70,74136,48265581,48265581,50000000
Magnolia,8.00,121540,22450975,48446802,37000000
Daybreakers,6.60,28241,30101577,48969954,20000000
Danny the Dog,7.10,36119,24537621,49037621,43000000
The Negotiator,7.20,46511,44705766,49105766,50000000
Drillbit Taylor,5.90,19388,32862104,49686263,40000000
Sky Captain and the World of Tomorrow,6.30,40281,37760080,49730854,70000000
This Christmas,5.40,3351,49121934,49778552,13000000
The Women,7.90,5519,26902075,50042410,16000000
The Replacements,6.20,21542,44737059,50054511,50000000
Grindhouse,7.90,82770,25031037,50187789,53000000
Team America: World Police,7.30,58763,32774834,50274834,20000000
The Tuxedo,5.00,19370,50586000,50586000,60000000
Meet Dave,4.80,13381,11803254,50648806,60000000
Bride of Chucky,5.30,13735,32404188,50692188,25000000
Elizabethtown,6.40,31775,26850426,50719373,54000000
The Mighty Ducks,5.90,15479,50752337,50752337,10000000
Hollywood Homicide,5.20,16452,30207785,51107785,75000000
Maximum Risk,4.90,7064,14102929,51702929,25000000
Hanging Up,4.30,6098,36037909,51867723,40000000
Other Water,5.90,23667,30500882,52100882,500000
One Hour Photo,7.00,42134,31597131,52223306,12000000
Big Fat Liar,5.20,9877,47811275,52375275,15000000
Untraceable,6.10,21922,28687835,52649951,35000000
Pitch Black,7.00,55217,39235088,53182088,23000000
Bounce,5.50,10702,36779296,53399300,35000000
Mickey Blue Eyes,5.70,16646,33864342,53864342,40000000
The Abyss,7.60,51018,54243125,54243125,70000000
Varsity Blues,6.00,18066,52894169,54294169,16000000
Spanglish,6.70,30660,42044321,54344321,75000000
Driven,4.20,18795,32616869,54616869,72000000
We Own the Night,7.00,38163,28563179,54700285,28000000
Analyze That,5.60,24090,32122249,54994757,60000000
Jeepers Creepers,5.70,30610,37904175,55026845,10000000
Out of Time,4.90,151,41083108,55489826,50000000
Lucky Number Slevin,7.80,91145,22495466,55495466,27000000
Wild Things,6.60,40110,29795299,55576699,20000000
The Craft,5.90,21130,24769466,55669466,15000000
The Animal,4.60,18601,55762229,55762229,22000000
Kicking and Screaming,6.90,3841,52842724,55842724,45000000
Smokin' Aces,6.60,57313,35662731,56047261,17000000
A Knight's Tale,6.60,47609,56083966,56083966,41000000
Just Married,5.10,19508,56127162,56127162,19000000
15 Minutes,6.10,25566,24375436,56331864,42000000
Drumline,5.20,18165,56398162,56398162,20000000
Cradle 2 the Grave,5.40,14834,34657731,56434942,25000000
Murder by Numbers,5.90,22318,31874869,56643267,50000000
Crossroads,6.60,4894,37188667,57000000,12000000
The Descent,7.40,58176,26024456,57029609,7000000
Ninja Assassin,6.30,20078,38122883,57422883,50000000
Year One,5.00,23091,43337279,57604723,60000000
Heartbreakers,6.20,20962,40334024,57753825,38000000
Agent Cody Banks,5.10,9527,47545060,58240458,25000000
Little Nicky,5.00,35082,39442871,58270391,80000000
The Ninth Gate,6.60,50510,18653746,58394308,38000000
Jack,5.30,17267,58617334,58617334,45000000
The Imaginarium of Doctor Parnassus,7.10,33374,7689458,58692979,30000000
Behind Enemy Lines,6.10,32575,58855732,58855732,40000000
Good Luck Chuck,5.60,29013,35017297,59183821,25000000
Space Chimps,4.50,4324,30105968,59517784,37000000
Next Friday,5.30,10176,57176582,59675307,9500000
Bad Santa,7.30,45022,60060328,60063017,18000000
Chain ReAction/Adventure,5.20,15817,21226204,60209334,55000000
21 Grams,7.90,77910,16248701,60448701,20000000
Shanghai Knights,6.20,24893,60470220,60470220,50000000
Zoolander,6.40,69296,45172250,60780981,28000000
Saw VI,6.20,18091,27693292,61259697,11000000
The Cell,6.20,36961,61280963,61280963,35000000
Flatliners,6.40,23295,61308153,61308153,26000000
Valiant,5.60,7158,19478106,61746888,35000000
Mouse Hunt,6.10,14934,61894591,61894591,38000000
Snakes on a Plane,6.00,65841,34020814,62020814,33000000
28 Days,5.80,17937,37035515,62063972,43000000
Lord of War,7.70,80124,24149632,62142629,42000000
Honey,4.60,13026,30272254,62192232,18000000
The Reaping,5.60,19881,25126214,62226214,40000000
Not Another Teen Movie,5.50,36678,37882551,62401343,15000000
Like Mike,4.40,4870,51432423,62432423,30000000
Snow Day,4.40,4611,60008303,62452927,13000000
The Crying Game,7.30,21195,62546695,62546695,4000000
Lions for Lambs,6.20,22264,14998070,63211088,35000000
She's All That,5.40,28498,63465522,63465522,10000000
In Good Company,6.80,25695,45489752,63489752,26000000
Stuck On You,5.90,23196,33832741,63537164,55000000
Cop Land,6.90,35192,44906632,63706632,15000000
28 Weeks Later,7.10,69558,28638916,64238440,15000000
Legion,5.00,19962,40122938,64622938,26000000
The Benchwarmers,5.40,17824,59843754,64843754,35000000
Street Kings,7.00,40291,26415649,65589243,20000000
16 Blocks,6.70,41207,36895141,65595141,45000000
The Road to El Dorado,6.40,8876,50802661,65700000,95000000
Barbershop 2: Back in Business,5.50,4848,65070412,65842412,18000000
Changing Lanes,6.50,29222,66790248,66790248,45000000
Boogeyman,3.90,13901,46752382,67192859,20000000
Austin Powers: International Man of Mystery,7.10,74487,53883989,67683989,18000000
Outbreak,6.40,33192,67823573,67823573,50000000
Frequency,7.30,35968,44983704,68079671,31000000
Star Wars: The Clone Wars,5.40,17513,35161554,68161554,8500000
Ghost Ship,5.30,25891,30113491,68349884,20000000
Thirteen Ghosts,5.10,23243,41867960,68467960,19000000
Bad Company,5.30,17901,30157016,69157016,70000000
The Action/Adventures of Sharkboy and Lavagirl in 3-D,3.60,5619,39177684,69425966,50000000
The Kid,5.90,14927,69688384,69688384,65000000
The House Bunny,5.50,18964,48237389,70237389,25000000
Anacondas: The Hunt for the Blood Orchid,4.30,9565,31526393,70326393,25000000
License to Wed,5.10,15422,43799818,70799818,35000000
Shallow Hal,6.00,35878,70836296,70836296,40000000
Groundhog Day,8.20,134964,70906973,70906973,14600000
Kate and Leopold,6.20,23600,47095453,70937778,48000000
XXX: State of the Union,4.10,19527,26873932,71073932,60000000
Shanghai Noon,6.60,32446,56932305,71189835,55000000
The Royal Tenenbaums,7.60,82349,52353636,71430876,28000000
Bandits,6.50,30732,41523271,71523271,75000000
Small Soldiers,5.90,20571,55143823,71743823,40000000
Funny People,6.80,37791,51855045,71880305,70000000
Urban Legend,5.20,19113,38116707,72571864,14000000
Lady in the Water,5.80,47535,42285169,72785169,75000000
Life,5.30,99,64062587,73521587,75000000
The Core,5.30,27375,31111260,74132631,85000000
Das Leben der Anderen,8.50,75070,11284657,75284657,2000000
Serendipity,6.60,32014,50255310,75294136,28000000
Tin Cup,6.10,17274,53854588,75854588,45000000
Stomp the Yard,4.30,13737,61356221,76356221,14000000
Stealth,4.80,21664,32116746,76416746,138000000
Home on the Range,5.40,4772,50026353,76482461,110000000
Bend it Like Beckham,6.90,41052,32543449,76583333,5000000
The Number 23,6.20,59174,35193167,76593167,32000000
Coach Carter,7.10,23526,67264877,76669806,45000000
Righteous Kill,6.00,34641,40081410,76781410,60000000
Barbershop,6.20,11164,75781642,77081642,12000000
The Back-up Plan,4.40,6981,37490007,77090007,35000000
The Unborn,4.50,15331,42670410,77208315,16000000
Vicky Cristina Barcelona,7.40,51760,23213577,77213577,16000000
Money Train,5.20,13972,35324232,77224232,68000000
Windtalkers,5.80,26421,40914068,77628265,115000000
Collateral Damage,5.20,24358,40048332,78353508,85000000
Showtime,5.30,22128,37948765,78948765,85000000
Hot Fuzz,8.00,129779,23618786,79197493,16000000
"Goodbye, Lenin!",3.30,198,4063859,79316616,6400000
Finding Forrester,7.20,35966,51768623,80013623,43000000
Hostel,5.70,64642,47326473,80578934,4800000
The Strangers,6.00,35078,52597610,80597610,9000000
The Rookie,5.50,8453,75600072,80693537,22000000
The Rundown,6.60,30855,47641743,80831893,85000000
Hope Floats,5.30,9168,60110313,81529000,30000000
Sky High,6.60,20923,63939454,81627454,60000000
Reign of Fire,5.90,38414,43061982,82150183,60000000
28 Days Later...,7.60,103525,45064915,82719885,15000000
In & Out,6.10,18773,63826569,83226569,35000000
El Laberinto del Fauno,8.40,153762,37634615,83234615,16000000
Assassins,5.90,23370,30306268,83306268,50000000
Snatch,8.20,173919,30093107,83593107,10000000
Date Movie,2.60,31821,48548426,84548426,20000000
Meet the Spartans,2.40,47281,38233676,84646831,30000000
The Transporter 2,6.60,51005,43095856,85095856,32000000
The Whole Nine Yards,6.60,42928,57262492,85262492,24000000
Stripes,6.80,19618,85300000,85300000,10000000
Volver,4.40,288,12899867,85599867,9400000
Tears of the Sun,6.40,34304,43632458,85632458,75000000
Drag Me To Hell,7.10,51343,42100625,85724728,30000000
Old School,7.00,60477,75155000,86325829,24000000
The Kingdom,7.10,47200,47467250,86509602,72500000
Rat Race,6.40,40087,56607223,86607223,48000000
Epic Movie,2.20,48975,39739367,86858578,20000000
Match Point,7.80,65704,23089926,87989926,15000000
Gwoemul,7.10,26783,2201923,89006691,12000000
Anchorman: The Legend of Ron Burgundy,7.00,78249,84136909,89366354,25000000
Stigmata,6.00,29411,50041732,89441732,32000000
Final Destination 2,6.40,35737,46896664,89626226,26000000
Identity,7.30,57909,52131264,90231264,28000000
Bring it On,5.90,30309,68353550,90453550,10000000
Galaxy Quest,7.20,52507,71423726,90523726,45000000
Autumn in New York,4.80,9309,37752931,90717684,40000000
Kangaroo Jack,4.10,9994,66723216,90723216,60000000
Romeo Must Die,5.90,25309,55973336,91036760,25000000
The Family Stone,6.30,24434,60062868,91762868,18000000
Four Brothers,6.80,38311,74494381,92494381,30000000
The Skeleton Key,6.50,29810,47907715,92907715,40000000
Deuce Bigalow: Male Gigolo,5.60,25397,65535067,92935067,18000000
Michael Clayton,7.50,59493,49033882,92987651,21500000
Racing Stripes,5.20,5086,49772522,93772522,30000000
The River Wild,6.20,14285,46815000,94215000,45000000
The Wedding Planner,4.80,18717,60400856,94728529,28000000
40 Days and 40 Nights,5.40,27912,37939782,95092667,17000000
Underworld,6.70,65690,51970690,95708457,22000000
Red-Eye,6.50,42489,57891803,95891803,26000000
The 6th Day,5.80,32606,34543701,96024898,82000000
The Butterfly Effect,7.80,102982,57924679,96046844,13000000
8MM,6.30,47753,36443442,96398826,40000000
13 Going On 30,6.10,32634,57139723,96439723,30000000
Phone Booth,7.20,68874,46566212,97837138,11000000
Are We There Yet?,4.20,8740,82674398,97918663,20000000
Once Upon a Time in Mexico,6.20,54413,56330657,98156459,29000000
Evolution,5.90,39590,38311134,98341932,80000000
Crash,6.10,20886,54557348,98387109,6500000
Zombieland,7.80,81629,75590286,98690286,23600000
Bowfinger,6.40,33389,66458769,98699769,55000000
Les Visiteurs,6.70,7393,659000,98754000,7000000
Nacho Libre,5.70,31455,80197993,99197993,32000000
The Wild,5.40,8498,37384046,99384046,80000000
Hitman,6.80,520,39687694,99965792,17500000
Any Given Sunday,6.60,48477,75530832,100230832,60000000
Little Miss Sunshine,8.00,151013,59891098,100523181,8000000
Courage Under Fire,6.60,19682,59003384,100833145,46000000
Scream 2,5.90,48196,101363301,101363301,24000000
Mars Attacks!,6.30,76396,37771017,101371017,80000000
Miss Congeniality 2: Armed and Fabulous,4.70,14297,48478006,101382396,60000000
Little Man,5.70,97,58636047,101636047,64000000
John Q,6.60,32338,71026631,102226631,36000000
Ladder 49,6.50,23369,74541707,102332848,60000000
The Cable Guy,5.80,51109,60240295,102825796,47000000
Saw,7.70,112785,55185045,103096345,1200000
Snake Eyes,5.80,29321,55591409,103891409,73000000
Under Siege 2: Dark Territory,5.10,15218,50024083,104324083,60000000
Dragonheart,6.20,26309,51364680,104364680,57000000
Training Day,7.60,82057,76261036,104505362,45000000
The Brothers Grimm,5.90,43532,37899638,105299638,80000000
Made of Honor,5.50,15260,46012734,105508112,40000000
